market,latitude,longitude,year,month,temperature_mean,rainfall_monthly,humidity_mean
Agra,27.18,78.02,2000,5,36.77,0.73,25.39
Agra,27.18,78.02,2000,6,35.92,1.98,39.81
Agra,27.18,78.02,2000,7,32.26,4.78,60.27
Agra,27.18,78.02,2000,8,31.95,3.57,61.6
Agra,27.18,78.02,2000,9,30.99,0.82,51.98
Agra,27.18,78.02,2000,10,27.93,0.0,32.66
Agra,27.18,78.02,2000,11,22.73,0.0,25.22
Agra,27.18,78.02,2000,12,17.5,0.03,21.54
Agra,27.18,78.02,2001,1,15.24,0.06,28.72
Agra,27.18,78.02,2001,2,19.56,0.15,21.98
Agra,27.18,78.02,2001,3,25.36,0.06,17.09
Agra,27.18,78.02,2001,4,31.02,0.57,21.06
Agra,27.18,78.02,2001,5,36.7,0.91,25.77
Agra,27.18,78.02,2001,6,35.45,2.96,43.04
Agra,27.18,78.02,2001,7,31.36,6.36,67.55
Agra,27.18,78.02,2001,8,30.58,3.66,69.28
Agra,27.18,78.02,2001,9,31.55,0.76,46.64
Agra,27.18,78.02,2001,10,28.03,0.44,39.83
Agra,27.18,78.02,2001,11,22.75,0.02,22.18
Agra,27.18,78.02,2001,12,17.42,0.0,26.42
Agra,27.18,78.02,2002,1,15.09,0.72,39.69
Agra,27.18,78.02,2002,2,17.91,0.96,38.11
Agra,27.18,78.02,2002,3,25.47,0.02,23.46
Agra,27.18,78.02,2002,4,32.5,0.2,12.7
Agra,27.18,78.02,2002,5,37.37,1.14,16.74
Agra,27.18,78.02,2002,6,37.51,0.86,31.75
Agra,27.18,78.02,2002,7,38.41,0.37,29.4
Agra,27.18,78.02,2002,8,31.82,5.45,62.37
Agra,27.18,78.02,2002,9,27.73,5.05,70.34
Agra,27.18,78.02,2002,10,26.54,0.06,47.33
Agra,27.18,78.02,2002,11,22.01,0.01,35.05
Agra,27.18,78.02,2002,12,17.79,0.5,33.42
Agra,27.18,78.02,2003,1,14.57,0.42,42.78
Agra,27.18,78.02,2003,2,18.6,0.4,43.62
Agra,27.18,78.02,2003,3,24.82,0.07,23.46
Agra,27.18,78.02,2003,4,32.51,0.05,16.6
Agra,27.18,78.02,2003,5,35.14,0.34,14.35
Agra,27.18,78.02,2003,6,37.47,1.63,31.7
Agra,27.18,78.02,2003,7,32.31,5.46,62.9
Agra,27.18,78.02,2003,8,30.55,4.23,71.42
Agra,27.18,78.02,2003,9,28.25,4.73,78.19
Agra,27.18,78.02,2003,10,25.26,0.37,52.04
Agra,27.18,78.02,2003,11,20.27,0.0,42.1
Agra,27.18,78.02,2003,12,16.5,0.49,51.06
Agra,27.18,78.02,2004,1,14.89,0.53,51.32
Agra,27.18,78.02,2004,2,18.92,0.0,33.87
Agra,27.18,78.02,2004,3,27.29,0.0,15.96
Agra,27.18,78.02,2004,4,33.43,0.59,17.62
Agra,27.18,78.02,2004,5,36.06,0.2,23.71
Agra,27.18,78.02,2004,6,36.14,1.57,36.7
Agra,27.18,78.02,2004,7,33.25,4.45,54.44
Agra,27.18,78.02,2004,8,29.19,7.1,79.56
Agra,27.18,78.02,2004,9,29.34,2.7,63.22
Agra,27.18,78.02,2004,10,25.68,1.84,55.85
Agra,27.18,78.02,2004,11,21.61,0.0,39.34
Agra,27.18,78.02,2004,12,17.14,0.0,43.13
Agra,27.18,78.02,2005,1,15.11,0.2,47.46
Agra,27.18,78.02,2005,2,18.38,0.2,37.33
Agra,27.18,78.02,2005,3,26.37,0.42,35.14
Agra,27.18,78.02,2005,4,30.27,0.08,16.14
Agra,27.18,78.02,2005,5,34.94,0.63,20.04
Agra,27.18,78.02,2005,6,37.8,1.56,28.28
Agra,27.18,78.02,2005,7,30.45,8.78,74.04
Agra,27.18,78.02,2005,8,31.38,1.63,63.46
Agra,27.18,78.02,2005,9,29.63,3.29,66.0
Agra,27.18,78.02,2005,10,26.04,0.02,52.66
Agra,27.18,78.02,2005,11,21.02,0.0,35.49
Agra,27.18,78.02,2005,12,15.84,0.03,30.17
Agra,27.18,78.02,2006,1,16.08,0.0,26.91
Agra,27.18,78.02,2006,2,23.41,0.0,23.86
Agra,27.18,78.02,2006,3,24.92,0.48,31.66
Agra,27.18,78.02,2006,4,31.93,0.06,16.59
Agra,27.18,78.02,2006,5,36.98,0.65,24.37
Agra,27.18,78.02,2006,6,34.28,4.23,42.68
Agra,27.18,78.02,2006,7,31.34,6.06,68.55
Agra,27.18,78.02,2006,8,29.98,2.07,71.34
Agra,27.18,78.02,2006,9,30.51,1.31,58.01
Agra,27.18,78.02,2006,10,28.52,0.48,44.69
Agra,27.18,78.02,2006,11,22.58,0.02,36.01
Agra,27.18,78.02,2006,12,18.01,0.02,38.05
Agra,27.18,78.02,2007,1,16.13,0.06,26.42
Agra,27.18,78.02,2007,2,19.14,1.54,50.14
Agra,27.18,78.02,2007,3,23.61,0.67,39.39
Agra,27.18,78.02,2007,4,33.19,0.0,18.64
Agra,27.18,78.02,2007,5,36.26,0.61,23.82
Agra,27.18,78.02,2007,6,36.76,3.08,38.35
Agra,27.18,78.02,2007,7,32.34,4.32,61.28
Agra,27.18,78.02,2007,8,30.49,4.19,70.9
Agra,27.18,78.02,2007,9,30.3,1.79,63.03
Agra,27.18,78.02,2007,10,25.78,0.0,38.94
Agra,27.18,78.02,2007,11,22.01,0.01,34.27
Agra,27.18,78.02,2007,12,16.48,0.1,32.74
Agra,27.18,78.02,2008,1,15.16,0.0,26.34
Agra,27.18,78.02,2008,2,17.45,0.01,21.58
Agra,27.18,78.02,2008,3,27.33,0.02,16.74
Agra,27.18,78.02,2008,4,31.42,0.23,21.11
Agra,27.18,78.02,2008,5,34.93,0.96,28.8
Agra,27.18,78.02,2008,6,33.22,4.96,54.67
Agra,27.18,78.02,2008,7,29.45,8.25,80.24
Agra,27.18,78.02,2008,8,28.47,6.3,84.43
Agra,27.18,78.02,2008,9,27.79,4.21,78.82
Agra,27.18,78.02,2008,10,25.8,0.05,63.65
Agra,27.18,78.02,2008,11,20.43,0.03,53.42
Agra,27.18,78.02,2008,12,18.37,0.0,48.42
Agra,27.18,78.02,2009,1,16.81,0.02,44.63
Agra,27.18,78.02,2009,2,20.02,0.03,31.15
Agra,27.18,78.02,2009,3,26.11,0.15,21.72
Agra,27.18,78.02,2009,4,31.33,0.1,18.1
Agra,27.18,78.02,2009,5,36.77,0.36,20.29
Agra,27.18,78.02,2009,6,37.96,0.88,22.51
Agra,27.18,78.02,2009,7,34.46,3.49,52.84
Agra,27.18,78.02,2009,8,32.53,3.34,61.2
Agra,27.18,78.02,2009,9,29.02,4.56,69.42
Agra,27.18,78.02,2009,10,24.85,4.01,58.61
Agra,27.18,78.02,2009,11,20.27,0.82,54.21
Agra,27.18,78.02,2009,12,16.62,0.18,51.17
Agra,27.18,78.02,2010,1,15.21,0.08,44.1
Agra,27.18,78.02,2010,2,19.25,0.47,41.94
Agra,27.18,78.02,2010,3,27.39,0.01,22.31
Agra,27.18,78.02,2010,4,33.72,0.02,13.11
Agra,27.18,78.02,2010,5,37.29,0.26,16.34
Agra,27.18,78.02,2010,6,37.61,1.35,27.55
Agra,27.18,78.02,2010,7,33.05,4.62,59.84
Agra,27.18,78.02,2010,8,29.98,5.2,76.44
Agra,27.18,78.02,2010,9,27.48,6.46,80.85
Agra,27.18,78.02,2010,10,25.52,0.05,66.53
Agra,27.18,78.02,2010,11,21.29,1.6,60.4
Agra,27.18,78.02,2010,12,15.12,0.11,53.7
Agra,27.18,78.02,2011,1,13.29,0.0,45.97
Agra,27.18,78.02,2011,2,18.32,0.57,46.31
Agra,27.18,78.02,2011,3,24.61,0.03,29.71
Agra,27.18,78.02,2011,4,30.85,0.25,21.2
Agra,27.18,78.02,2011,5,36.92,0.78,23.16
Agra,27.18,78.02,2011,6,35.32,4.96,42.99
Agra,27.18,78.02,2011,7,30.04,5.85,76.6
Agra,27.18,78.02,2011,8,28.43,7.15,85.49
Agra,27.18,78.02,2011,9,27.35,3.94,83.25
Agra,27.18,78.02,2011,10,25.77,0.0,55.45
Agra,27.18,78.02,2011,11,22.18,0.0,48.32
Agra,27.18,78.02,2011,12,16.2,0.0,42.2
Agra,27.18,78.02,2012,1,13.94,0.97,49.52
Agra,27.18,78.02,2012,2,17.21,0.08,33.23
Agra,27.18,78.02,2012,3,24.62,0.01,17.79
Agra,27.18,78.02,2012,4,31.42,0.33,23.42
Agra,27.18,78.02,2012,5,36.11,0.13,17.22
Agra,27.18,78.02,2012,6,38.49,0.54,23.8
Agra,27.18,78.02,2012,7,32.8,7.92,60.71
Agra,27.18,78.02,2012,8,28.53,10.67,84.03
Agra,27.18,78.02,2012,9,26.83,4.1,81.55
Agra,27.18,78.02,2012,10,24.0,0.05,57.04
Agra,27.18,78.02,2012,11,19.0,0.0,45.46
Agra,27.18,78.02,2012,12,15.53,0.02,41.45
Agra,27.18,78.02,2013,1,12.78,0.42,41.91
Agra,27.18,78.02,2013,2,17.28,1.7,49.85
Agra,27.18,78.02,2013,3,24.46,0.16,32.27
Agra,27.18,78.02,2013,4,31.39,0.09,22.26
Agra,27.18,78.02,2013,5,36.46,0.18,14.95
Agra,27.18,78.02,2013,6,34.5,6.2,48.63
Agra,27.18,78.02,2013,7,30.36,6.92,76.01
Agra,27.18,78.02,2013,8,28.38,11.41,84.26
Agra,27.18,78.02,2013,9,27.44,3.07,79.77
Agra,27.18,78.02,2013,10,24.42,3.83,76.43
Agra,27.18,78.02,2013,11,18.03,0.05,59.31
Agra,27.18,78.02,2013,12,15.11,0.51,55.89
Agra,27.18,78.02,2014,1,13.96,1.43,60.56
Agra,27.18,78.02,2014,2,16.33,1.97,54.35
Agra,27.18,78.02,2014,3,22.14,0.38,44.31
Agra,27.18,78.02,2014,4,29.41,0.33,28.99
Agra,27.18,78.02,2014,5,35.49,0.26,22.09
Agra,27.18,78.02,2014,6,38.86,0.75,25.69
Agra,27.18,78.02,2014,7,34.22,4.88,51.11
Agra,27.18,78.02,2014,8,29.95,5.87,73.74
Agra,27.18,78.02,2014,9,29.4,2.36,61.86
Agra,27.18,78.02,2014,10,27.39,0.22,41.52
Agra,27.18,78.02,2014,11,22.07,0.0,27.14
Agra,27.18,78.02,2014,12,15.36,0.9,36.58
Agra,27.18,78.02,2015,1,13.53,1.11,50.59
Agra,27.18,78.02,2015,2,19.09,0.06,39.69
Agra,27.18,78.02,2015,3,22.57,2.49,46.48
Agra,27.18,78.02,2015,4,28.78,1.19,39.83
Agra,27.18,78.02,2015,5,35.46,0.71,21.41
Agra,27.18,78.02,2015,6,36.54,1.5,31.78
Agra,27.18,78.02,2015,7,32.13,4.43,60.85
Agra,27.18,78.02,2015,8,30.82,5.01,67.48
Agra,27.18,78.02,2015,9,30.27,1.68,52.1
Agra,27.18,78.02,2015,10,27.71,0.78,39.06
Agra,27.18,78.02,2015,11,22.83,0.01,39.45
Agra,27.18,78.02,2015,12,16.68,0.2,30.13
Agra,27.18,78.02,2016,1,16.89,0.07,30.4
Agra,27.18,78.02,2016,2,20.24,0.01,23.06
Agra,27.18,78.02,2016,3,27.0,0.19,24.44
Agra,27.18,78.02,2016,4,33.17,0.0,16.25
Agra,27.18,78.02,2016,5,36.66,0.92,23.69
Agra,27.18,78.02,2016,6,37.24,1.84,35.43
Agra,27.18,78.02,2016,7,30.64,13.72,74.44
Agra,27.18,78.02,2016,8,28.43,6.96,85.38
Agra,27.18,78.02,2016,9,28.01,0.97,77.37
Agra,27.18,78.02,2016,10,26.67,0.31,46.64
Agra,27.18,78.02,2016,11,21.03,0.0,34.87
Agra,27.18,78.02,2016,12,17.41,0.0,32.42
Agra,27.18,78.02,2017,1,15.67,0.62,40.32
Agra,27.18,78.02,2017,2,19.34,0.0,31.96
Agra,27.18,78.02,2017,3,25.13,0.47,26.18
Agra,27.18,78.02,2017,4,33.46,0.09,14.7
Agra,27.18,78.02,2017,5,37.09,0.7,21.27
Agra,27.18,78.02,2017,6,36.44,2.49,36.95
Agra,27.18,78.02,2017,7,31.97,3.56,62.8
Agra,27.18,78.02,2017,8,31.0,4.65,66.72
Agra,27.18,78.02,2017,9,30.13,2.02,60.14
Agra,27.18,78.02,2017,10,27.61,0.0,40.13
Agra,27.18,78.02,2017,11,21.04,0.0,36.37
Agra,27.18,78.02,2017,12,17.4,0.19,33.77
Agra,27.18,78.02,2018,1,15.67,0.02,27.91
Agra,27.18,78.02,2018,2,21.05,0.09,26.14
Agra,27.18,78.02,2018,3,26.95,0.01,19.85
Agra,27.18,78.02,2018,4,32.03,0.85,24.24
Agra,27.18,78.02,2018,5,36.06,0.88,22.21
Agra,27.18,78.02,2018,6,37.43,2.82,34.6
Agra,27.18,78.02,2018,7,31.29,10.23,70.49
Agra,27.18,78.02,2018,8,28.58,7.93,84.63
Agra,27.18,78.02,2018,9,26.65,4.57,82.87
Agra,27.18,78.02,2018,10,24.66,0.51,65.71
Agra,27.18,78.02,2018,11,20.5,0.02,50.96
Agra,27.18,78.02,2018,12,15.07,0.03,44.61
Agra,27.18,78.02,2019,1,13.97,0.38,45.6
Agra,27.18,78.02,2019,2,17.12,0.46,44.79
Agra,27.18,78.02,2019,3,23.33,0.15,33.18
Agra,27.18,78.02,2019,4,31.96,0.74,25.72
Agra,27.18,78.02,2019,5,35.73,0.28,20.26
Agra,27.18,78.02,2019,6,38.31,0.64,28.24
Agra,27.18,78.02,2019,7,32.84,5.56,60.93
Agra,27.18,78.02,2019,8,29.88,7.66,77.68
Agra,27.18,78.02,2019,9,28.01,6.01,84.4
Agra,27.18,78.02,2019,10,24.8,0.39,69.37
Agra,27.18,78.02,2019,11,22.01,0.11,61.38
Agra,27.18,78.02,2019,12,14.07,0.45,56.87
Agra,27.18,78.02,2020,1,13.82,1.03,60.98
Agra,27.18,78.02,2020,2,17.05,0.15,47.6
Agra,27.18,78.02,2020,3,22.86,1.09,46.31
Agra,27.18,78.02,2020,4,30.04,0.27,31.27
Agra,27.18,78.02,2020,5,35.14,0.98,25.92
Agra,27.18,78.02,2020,6,35.42,1.39,41.59
Agra,27.18,78.02,2020,7,33.31,3.92,57.9
Agra,27.18,78.02,2020,8,30.35,6.24,75.49
Agra,27.18,78.02,2020,9,30.96,1.05,61.51
Agra,27.18,78.02,2020,10,27.35,0.0,34.32
Agra,27.18,78.02,2020,11,20.84,0.45,35.75
Agra,27.18,78.02,2020,12,17.05,0.0,34.93
Agra,27.18,78.02,2021,1,14.63,0.82,49.38
Agra,27.18,78.02,2021,2,20.62,0.02,31.7
Agra,27.18,78.02,2021,3,27.46,0.14,22.42
Agra,27.18,78.02,2021,4,31.85,0.04,13.95
Agra,27.18,78.02,2021,5,32.9,2.27,34.71
Agra,27.18,78.02,2021,6,34.66,1.06,44.04
Agra,27.18,78.02,2021,7,32.81,10.31,62.1
Agra,27.18,78.02,2021,8,28.73,6.39,84.25
Agra,27.18,78.02,2021,9,27.66,4.41,86.44
Agra,27.18,78.02,2021,10,25.43,2.02,69.11
Agra,27.18,78.02,2021,11,19.26,0.05,57.23
Agra,27.18,78.02,2021,12,15.1,0.15,54.92
Agra,27.18,78.02,2022,1,13.42,1.84,64.42
Agra,27.18,78.02,2022,2,17.07,0.45,52.31
Agra,27.18,78.02,2022,3,26.26,0.0,34.88
Agra,27.18,78.02,2022,4,34.37,0.01,13.11
Agra,27.18,78.02,2022,5,36.55,0.49,22.62
Agra,27.18,78.02,2022,6,36.48,1.82,32.92
Agra,27.18,78.02,2022,7,32.35,5.59,62.86
Agra,27.18,78.02,2022,8,29.06,5.22,79.04
Agra,27.18,78.02,2022,9,28.98,7.0,75.94
Agra,27.18,78.02,2022,10,24.11,2.9,74.85
Agra,27.18,78.02,2022,11,20.0,0.02,62.37
Agra,27.18,78.02,2022,12,15.79,0.0,51.6
Agra,27.18,78.02,2023,1,14.03,0.57,49.32
Agra,27.18,78.02,2023,2,19.96,0.0,38.41
Agra,27.18,78.02,2023,3,25.13,0.99,40.62
Agra,27.18,78.02,2023,4,30.1,0.24,28.15
Agra,27.18,78.02,2023,5,32.91,1.81,32.69
Agra,27.18,78.02,2023,6,34.2,2.5,46.61
Agra,27.18,78.02,2023,7,31.04,7.23,73.16
Agra,27.18,78.02,2023,8,29.16,4.6,79.72
Agra,27.18,78.02,2023,9,28.71,3.86,75.9
Agra,27.18,78.02,2023,10,26.74,0.07,49.45
Agra,27.18,78.02,2023,11,21.55,0.26,49.54
Agra,27.18,78.02,2023,12,17.08,0.29,50.66
Agra,27.18,78.02,2024,1,13.65,0.31,48.56
Agra,27.18,78.02,2024,2,18.23,0.36,38.12
Agra,27.18,78.02,2024,3,24.32,0.74,30.67
Agra,27.18,78.02,2024,4,31.7,0.29,22.76
Agra,27.18,78.02,2024,5,36.83,0.03,18.55
Agra,27.18,78.02,2024,6,37.94,3.51,32.83
Agra,27.18,78.02,2024,7,30.57,9.66,79.41
Agra,27.18,78.02,2024,8,28.49,8.74,86.46
Agra,27.18,78.02,2024,9,27.92,9.12,86.09
Agra,27.18,78.02,2024,10,25.62,0.08,76.18
Agra,27.18,78.02,2024,11,20.51,0.0,66.47
Agra,27.18,78.02,2024,12,15.2,0.41,55.72
Agra,27.18,78.02,2025,1,15.01,0.11,51.11
Agra,27.18,78.02,2025,2,19.56,0.18,39.07
Agra,27.18,78.02,2025,3,25.39,0.08,25.59
Agra,27.18,78.02,2025,4,31.99,0.09,19.0
Agra,27.18,78.02,2025,5,34.75,0.79,31.96
Agra,27.18,78.02,2025,6,34.12,6.92,48.23
Agra,27.18,78.02,2025,7,29.08,11.37,83.88
Agra,27.18,78.02,2025,8,28.28,6.1,87.02
Agra,27.18,78.02,2025,9,27.52,7.99,84.09
Agra,27.18,78.02,2025,10,23.72,1.52,74.35
Agra,27.18,78.02,2025,11,17.79,0.01,61.96
Agra,27.18,78.02,2025,12,15.16,0.0,56.86
Ahmedabad,23.03,72.62,1994,1,21.86,0.25,31.29
Ahmedabad,23.03,72.62,1994,2,22.21,0.0,21.83
Ahmedabad,23.03,72.62,1994,3,29.78,0.0,16.49
Ahmedabad,23.03,72.62,1994,4,31.5,0.0,29.41
Ahmedabad,23.03,72.62,1994,5,35.57,0.0,31.65
Ahmedabad,23.03,72.62,1994,6,33.24,3.28,54.98
Ahmedabad,23.03,72.62,1994,7,27.73,13.19,85.12
Ahmedabad,23.03,72.62,1994,8,26.85,8.94,86.87
Ahmedabad,23.03,72.62,1994,9,26.15,12.01,82.66
Ahmedabad,23.03,72.62,1994,10,24.79,0.01,66.76
Ahmedabad,23.03,72.62,1994,11,22.24,0.0,55.01
Ahmedabad,23.03,72.62,1994,12,19.19,0.0,35.38
Ahmedabad,23.03,72.62,1995,1,18.79,0.03,34.08
Ahmedabad,23.03,72.62,1995,2,23.2,0.0,25.54
Ahmedabad,23.03,72.62,1995,3,26.88,0.19,23.66
Ahmedabad,23.03,72.62,1995,4,31.34,0.05,24.2
Ahmedabad,23.03,72.62,1995,5,35.5,0.01,25.91
Ahmedabad,23.03,72.62,1995,6,35.47,0.38,41.95
Ahmedabad,23.03,72.62,1995,7,31.05,6.63,66.12
Ahmedabad,23.03,72.62,1995,8,29.47,2.38,72.6
Ahmedabad,23.03,72.62,1995,9,30.3,1.98,60.39
Ahmedabad,23.03,72.62,1995,10,30.54,0.06,43.37
Ahmedabad,23.03,72.62,1995,11,25.04,0.07,22.96
Ahmedabad,23.03,72.62,1995,12,22.83,0.1,29.63
Ahmedabad,23.03,72.62,1996,1,21.35,0.07,31.14
Ahmedabad,23.03,72.62,1996,2,23.51,0.04,24.32
Ahmedabad,23.03,72.62,1996,3,29.68,0.0,23.58
Ahmedabad,23.03,72.62,1996,4,31.8,0.15,25.4
Ahmedabad,23.03,72.62,1996,5,34.36,0.0,35.68
Ahmedabad,23.03,72.62,1996,6,34.16,2.78,48.83
Ahmedabad,23.03,72.62,1996,7,30.11,9.38,72.11
Ahmedabad,23.03,72.62,1996,8,27.23,6.71,83.42
Ahmedabad,23.03,72.62,1996,9,27.74,2.01,76.31
Ahmedabad,23.03,72.62,1996,10,26.89,0.79,58.37
Ahmedabad,23.03,72.62,1996,11,23.39,0.01,38.6
Ahmedabad,23.03,72.62,1996,12,21.13,0.0,28.15
Ahmedabad,23.03,72.62,1997,1,19.36,0.32,25.59
Ahmedabad,23.03,72.62,1997,2,22.48,0.0,19.09
Ahmedabad,23.03,72.62,1997,3,28.67,0.01,20.46
Ahmedabad,23.03,72.62,1997,4,30.28,0.24,31.25
Ahmedabad,23.03,72.62,1997,5,33.61,0.22,34.53
Ahmedabad,23.03,72.62,1997,6,30.81,17.31,66.84
Ahmedabad,23.03,72.62,1997,7,28.4,4.0,84.06
Ahmedabad,23.03,72.62,1997,8,27.79,8.28,83.9
Ahmedabad,23.03,72.62,1997,9,27.41,2.8,81.47
Ahmedabad,23.03,72.62,1997,10,26.16,0.03,65.89
Ahmedabad,23.03,72.62,1997,11,25.35,0.02,49.83
Ahmedabad,23.03,72.62,1997,12,20.83,0.01,47.76
Ahmedabad,23.03,72.62,1998,1,20.73,0.0,27.9
Ahmedabad,23.03,72.62,1998,2,22.51,0.0,25.11
Ahmedabad,23.03,72.62,1998,3,27.73,0.0,24.83
Ahmedabad,23.03,72.62,1998,4,32.88,0.0,29.2
Ahmedabad,23.03,72.62,1998,5,36.21,0.0,27.5
Ahmedabad,23.03,72.62,1998,6,34.65,3.28,48.76
Ahmedabad,23.03,72.62,1998,7,29.74,10.07,75.84
Ahmedabad,23.03,72.62,1998,8,28.52,5.67,83.49
Ahmedabad,23.03,72.62,1998,9,28.55,4.05,79.58
Ahmedabad,23.03,72.62,1998,10,27.43,1.51,68.76
Ahmedabad,23.03,72.62,1998,11,24.35,0.14,46.64
Ahmedabad,23.03,72.62,1998,12,21.01,0.0,30.42
Ahmedabad,23.03,72.62,1999,1,20.03,0.01,28.33
Ahmedabad,23.03,72.62,1999,2,24.99,0.16,30.03
Ahmedabad,23.03,72.62,1999,3,28.17,0.0,17.43
Ahmedabad,23.03,72.62,1999,4,32.98,0.0,21.83
Ahmedabad,23.03,72.62,1999,5,34.37,0.18,38.79
Ahmedabad,23.03,72.62,1999,6,33.19,3.03,51.9
Ahmedabad,23.03,72.62,1999,7,30.71,7.57,67.19
Ahmedabad,23.03,72.62,1999,8,29.98,0.59,65.98
Ahmedabad,23.03,72.62,1999,9,32.16,1.21,51.83
Ahmedabad,23.03,72.62,1999,10,28.05,1.61,57.35
Ahmedabad,23.03,72.62,1999,11,25.26,0.0,29.31
Ahmedabad,23.03,72.62,1999,12,21.49,0.0,19.6
Ahmedabad,23.03,72.62,2000,1,21.16,0.0,24.5
Ahmedabad,23.03,72.62,2000,2,21.75,0.0,22.37
Ahmedabad,23.03,72.62,2000,3,26.75,0.0,22.11
Ahmedabad,23.03,72.62,2000,4,33.3,0.0,27.5
Ahmedabad,23.03,72.62,2000,5,34.12,1.69,44.3
Ahmedabad,23.03,72.62,2000,6,34.69,1.54,45.63
Ahmedabad,23.03,72.62,2000,7,29.12,11.07,75.24
Ahmedabad,23.03,72.62,2000,8,28.66,3.25,77.83
Ahmedabad,23.03,72.62,2000,9,30.58,0.16,57.28
Ahmedabad,23.03,72.62,2000,10,30.75,0.03,31.71
Ahmedabad,23.03,72.62,2000,11,26.48,0.0,19.88
Ahmedabad,23.03,72.62,2000,12,22.36,0.05,17.17
Ahmedabad,23.03,72.62,2001,1,20.25,0.0,19.9
Ahmedabad,23.03,72.62,2001,2,22.94,0.0,16.47
Ahmedabad,23.03,72.62,2001,3,27.88,0.0,24.06
Ahmedabad,23.03,72.62,2001,4,32.35,0.3,24.03
Ahmedabad,23.03,72.62,2001,5,34.56,1.07,42.45
Ahmedabad,23.03,72.62,2001,6,31.52,4.24,62.85
Ahmedabad,23.03,72.62,2001,7,28.77,5.5,77.54
Ahmedabad,23.03,72.62,2001,8,28.82,3.71,76.05
Ahmedabad,23.03,72.62,2001,9,31.26,0.21,55.17
Ahmedabad,23.03,72.62,2001,10,30.23,0.58,40.26
Ahmedabad,23.03,72.62,2001,11,25.73,0.0,18.6
Ahmedabad,23.03,72.62,2001,12,22.33,0.01,19.95
Ahmedabad,23.03,72.62,2002,1,19.45,0.0,22.96
Ahmedabad,23.03,72.62,2002,2,22.66,0.0,19.82
Ahmedabad,23.03,72.62,2002,3,28.83,0.02,21.79
Ahmedabad,23.03,72.62,2002,4,32.55,0.0,25.36
Ahmedabad,23.03,72.62,2002,5,35.56,0.36,37.02
Ahmedabad,23.03,72.62,2002,6,33.92,4.38,53.35
Ahmedabad,23.03,72.62,2002,7,31.17,1.6,62.82
Ahmedabad,23.03,72.62,2002,8,29.77,3.79,67.68
Ahmedabad,23.03,72.62,2002,9,29.75,1.83,60.31
Ahmedabad,23.03,72.62,2002,10,30.35,0.0,32.3
Ahmedabad,23.03,72.62,2002,11,26.52,0.01,19.72
Ahmedabad,23.03,72.62,2002,12,22.79,0.02,25.76
Ahmedabad,23.03,72.62,2003,1,21.49,0.09,24.41
Ahmedabad,23.03,72.62,2003,2,23.63,0.43,30.79
Ahmedabad,23.03,72.62,2003,3,27.6,0.0,20.81
Ahmedabad,23.03,72.62,2003,4,32.94,0.02,27.93
Ahmedabad,23.03,72.62,2003,5,34.51,0.0,34.28
Ahmedabad,23.03,72.62,2003,6,32.91,4.6,58.24
Ahmedabad,23.03,72.62,2003,7,28.95,10.03,82.02
Ahmedabad,23.03,72.62,2003,8,27.61,12.57,86.46
Ahmedabad,23.03,72.62,2003,9,27.04,0.98,84.37
Ahmedabad,23.03,72.62,2003,10,25.73,0.25,61.87
Ahmedabad,23.03,72.62,2003,11,24.83,0.01,42.5
Ahmedabad,23.03,72.62,2003,12,20.49,0.01,32.7
Ahmedabad,23.03,72.62,2004,1,20.48,0.01,30.98
Ahmedabad,23.03,72.62,2004,2,23.53,0.0,19.99
Ahmedabad,23.03,72.62,2004,3,29.81,0.01,15.6
Ahmedabad,23.03,72.62,2004,4,32.89,0.0,33.06
Ahmedabad,23.03,72.62,2004,5,33.95,0.67,38.57
Ahmedabad,23.03,72.62,2004,6,33.13,3.52,55.53
Ahmedabad,23.03,72.62,2004,7,30.63,7.2,66.64
Ahmedabad,23.03,72.62,2004,8,27.06,12.0,88.05
Ahmedabad,23.03,72.62,2004,9,27.69,0.92,81.47
Ahmedabad,23.03,72.62,2004,10,25.95,0.43,63.31
Ahmedabad,23.03,72.62,2004,11,25.32,0.01,42.34
Ahmedabad,23.03,72.62,2004,12,21.95,0.0,34.92
Ahmedabad,23.03,72.62,2005,1,19.31,0.0,28.65
Ahmedabad,23.03,72.62,2005,2,22.65,0.0,29.23
Ahmedabad,23.03,72.62,2005,3,27.9,0.0,26.33
Ahmedabad,23.03,72.62,2005,4,31.58,0.04,19.52
Ahmedabad,23.03,72.62,2005,5,34.58,0.06,34.55
Ahmedabad,23.03,72.62,2005,6,34.17,10.06,50.95
Ahmedabad,23.03,72.62,2005,7,28.22,6.52,84.44
Ahmedabad,23.03,72.62,2005,8,27.55,4.84,84.47
Ahmedabad,23.03,72.62,2005,9,27.88,10.15,83.35
Ahmedabad,23.03,72.62,2005,10,25.72,0.01,64.95
Ahmedabad,23.03,72.62,2005,11,22.77,0.01,46.7
Ahmedabad,23.03,72.62,2005,12,19.3,0.0,36.32
Ahmedabad,23.03,72.62,2006,1,20.09,0.0,30.79
Ahmedabad,23.03,72.62,2006,2,26.57,0.0,23.53
Ahmedabad,23.03,72.62,2006,3,27.55,0.11,24.95
Ahmedabad,23.03,72.62,2006,4,31.9,0.0,32.52
Ahmedabad,23.03,72.62,2006,5,35.33,0.01,36.33
Ahmedabad,23.03,72.62,2006,6,32.75,4.52,55.08
Ahmedabad,23.03,72.62,2006,7,29.06,10.62,78.49
Ahmedabad,23.03,72.62,2006,8,26.92,12.35,88.95
